facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
Nan,Ferguson Group Hospital,Health Centre,0.0,St.Andrew,November 23 2021,20/07/24,12°45′35″N 58°56′5″W,
5311,Lewis And Sons (St.),Clinic🌡️,0.0,St. Joseph,26/08/17,20220301,Point(-58.85186 13.10966),
5312,"Collins, Robinson And Vazquez Infirmary (St.)
Newline",Clinic,85.0,St. Peter,11-12-20,02-08-22,-58.94288;13.15919,Needs Upgrade
Nan,Hubbard-Stephenson Medical Center,Polyclinic 🏥,0.0,Christ Church,27/11/17,2025-03-30,"13.08735, -59.09549",-
5314,Rogers Llc (Christ),Clinic,0.0,Christ Church Parish,April 15 2017,27/02/18,12°48′37″N 58°57′26″W,-
5315,Holland-Fry (St.),Unknown,0.0,St. Joseph,October 16 2024,2022-11-15,,Nan
Nan,Brown-Group Infirmary (Ycul),Polyclinic,0.0,Ycul .Ts,December 26 2018,16-09-20,,Good
Nan,May-Conley Clinic,Polyclinic,0.0,St. James,20221004,2019-12-14,"13.25476, -59.24465",Nan
#5318,"Jordan, Bradley And White Infirmary",Polyclinic 🏥,0.0,Egroeg .Ts,20180914,17-10-18,Point(-59.17176 13.07789),Nan
#5319,"Owens, Howard And Stokes Health Centre",Community Health Centre,0.0,St. James,April 13 2025,April 11 2018,"12.87198, -59.14117",Good
05320,Harris Group Health Centre (Christ),Community Health Centre,0.0,Christ Church,20170724,November 20 2023,"-59.01779, 13.17861",Follow-Up 2023
Nan,Miller Plc 🏥 (St.),Unknown,0.0,St. Michael,20/05/17,30/04/19,13°6′54″N 58°47′17″W,-
Hf-5322,"Snyder, Garrett And Phillips Hospital (St)",Clinic,0.0,St Andrew,19 Feb 2016,18 Jun 2024,"-59.29935, 13.15455",Nan
Hf-5322,"Snyder, Garrett And Phillips Hosp. (St)",Clinic,0.0,St Andrew,19 Feb 2016,18 Jun 2024,"-59.29935, 13.15455",Nan
Nan,Bradford Inc,Hospital,0.0,Christ Church,20160629,May 07 2019,13°12′41″N 58°56′27″W,-
05324,Douglas-Mcpherson 🏥,Clinic🌡️,0.0,St James,16-05-25,2018-06-13,12°45′14″N 58°42′25″W,Good
05325,Contreras-Evans,Health Centre,0.0,St. Lucy Parish,06/11/17,10/10/23,,Nan
5326,Flynn Inc Hospital💊,Chc,0.0,Semaj .Ts,18/09/23,2024-08-12,"12.91773, -58.81156",-
5327,"White, Robbins And Brown Infirmary",Polyclinic,0.0,Retep .Ts,16-04-25,August 12 2022,,
#5328,"Sloan,-Fuentes-And-Hunter Infirmary",Clinic,0.0,St.John,09-01-16,November 15 2020,"-59.25234, 13.20912",Nan
Nan,Espinoza-Dunn Medical Center (St.),Clinic🌡️,0.0,St. Michael Parish,20190725,20200923,-59.09807;13.14378,Nan
Nan,Kim Llc,Clinic🌡️,53.0,Christ Church,30 Mar 2019,23-10-24,,Nan
Nan,"Larson, Obrien And Jones Infirmary",Unknown,0.0,St. Michael,November 21 2020,April 30 2018,Point(-58.83410 12.77055),♥
A738E9,Campbell-Garrett Infirmary (Hcruhc),Clinic,0.0,Hcruhc Tsirhc,2024-05-15,13/01/19,,
05333,"James, Griffin And Christian Hospital",Polyclinic,0.0,Hcruhc Tsirhc,28/09/19,20230826,Point(-58.94932 12.76795),Good
#5334,"Ellis, Dawson And Riddle Polyclinic",Community Health Ctr.,0.0,Egroeg .Ts,03 Aug 2019,20230505,"12.80162, -59.29217",Good
Nan,Johnson-Day Hospital©,Health Centre,0.0,St. Peter,04-07-20,2024-11-03,"13.10748, -59.26614",Reinspection Due
Hf-5336,Rhodes And Sons (St.),Polyclinic 🏥,0.0,St. John,2017-07-10,19/12/25,,-
5337,"Scott,-Howard-And-Spencer Hospital",Hospital,0.0,St. George,22 Dec 2019,20/01/18,,♥
Nan,"Martinez, Jones And Robinson Clinic©",Health Ctr.,0.0,Leahcim .Ts,02-06-17,08-02-21,"13.11526, -58.93146",Nan
Nan,"Adams, Soto And Guzman Medical Center",Community Health Centre,0.0,St. Andrew,03/08/25,2024-07-18,"-58.74040, 13.25048",Needs Upgrade
Hf-5340,Berg Group 🏥 (St.)✨,Hosp.,0.0,St. James,September 27 2021,04-03-18,"13.10351, -59.06756",Nan
5341,Arnold-Jones Infirmary,Unknown,0.0,St. Michael Parish,03 Oct 2020,20250627,"-58.99006, 12.99279",Nan
05342,Alvarez And Sons Clinic (St.),Unknown,0.0,St. Michael Parish,2020-01-16,10/08/23,"12.84930, -58.70533",♥
Hf-5343,"Matthews,-Schwartz-And-Munoz",Community Health Centre,0.0,St. John,2025-04-05,20210508,12°55′38″N 59°7′33″W,
Nan,Simmons Inc Medical Center,Health Centre,0.0,Retep .Ts,2020-07-06,31-05-19,"12.78067, -58.74840",Nan
5345,"Sherman, Blackwell And Rangel Polyclinic",Clinic🌡️,0.0,St. James,20230418,12 May 2021,"13.21033, -58.98465",-
05346,Riley And Sons Health Centre,Health Centre,0.0,Christ Church,01-02-24,16/10/22,Point(-58.87563 12.89769),Follow-Up 2023
Hf-5347,"Johnson, Mitchell And Lucas Polyclinic (St.)",Hosp.,0.0,St. Andrew Parish,26-09-23,April 30 2019,,Reinspection Due
Ceca2D,Hopkins-And-Sons Medical Center,Hosp.,0.0,St.Michael,21 Nov 2016,03-07-22,-58.88326;12.97579,Follow-Up 2023
Hf-5349,Soto-Andrews Infirmary (St.),Clinic,0.0,St. Andrew,03-01-22,2023-06-28,"-59.22996, 13.23752",Good
Nan,"Nelson,-Lucas-And-Fletcher (Christ)",Community Health Centre,251.0,Christ Church,October 17 2016,02 Mar 2020,Point(-58.75892 13.04505),
Hf-5351,Price-Best,Community Health Centre,0.0,St Joseph,05 May 2016,2020-03-31,,♥
05352,Hall Llc Clinic (St.)💊,Hosp.,0.0,St. Joseph,03/03/19,2023-12-20,-59.12894;13.01189,
Nan,Richardson-Brown 🏥,Polyclinic,0.0,St. Lucy,20180520,20231219,13°0′25″N 59°2′27″W,Nan
Nan,Sherman-Fisher (St.),Community Health Ctr.,0.0,St. Lucy,22/07/22,30-11-22,13°3′37″N 59°5′28″W,Reinspection Due
Df7Bc5,Foster-Armstrong Clinic,Unknown,0.0,St. Peter,21/03/24,September 30 2025,-58.75404;12.85127,Good
0E6C79,"Melendez, Maxwell And Larson Hospital (Semaj)",Health Ctr.,0.0,Semaj .Ts,01/05/17,05 Mar 2018,12°50′51″N 59°8′25″W,
05357,Murray-Olson Hospital (St.),Clinic,0.0,St. Peter,2025-10-24,May 01 2022,"-58.84405, 12.80985",Reinspection Due
5358,Lane Ltd Hospital,Hosp.,0.0,St. John,28 Nov 2019,10 Jun 2019,-58.94631;13.26248,Nan
Nan,Smith-Lyons 🏥 (St.),Hospital,0.0,St. Peter Parish,08 May 2018,20250913,12°45′57″N 59°14′33″W,♥
Hf-5360,Chavez-Edwards Polyclinic (St.),Health Ctr.,0.0,St. Peter,2023-02-15,20 Nov 2024,,Reinspection Due
05361,Benson-Williams Hospital (St.)💊,Polyclinic,0.0,St. Lucy Parish,16-03-23,20200715,-58.98069;12.94859,Follow-Up 2023
Hf-5362,"Kline, Martinez And Stevens Medical Center (Nhoj)",Unknown,0.0,Nhoj .Ts,2025-03-24,10 Jun 2024,-59.11636;13.09503,Nan
Hf-5363,Mendoza Inc Health Centre,Clinic,0.0,St.John,March 21 2024,2021-09-15,"-58.91506, 12.86646",
Nan,"Gregory, Smith And Wilson Hospital✨",Clinic🌡️,0.0,Ycul .Ts,06/05/17,2023-10-22,Point(-59.04702 13.22685),Needs Upgrade
Hf-5365,Patterson Plc Health Centre (St.Andrew),Hospital,0.0,St.Andrew,22-11-20,May 17 2025,,♥
5366,"James,-Brandt-And-Smith Medical Center",Health Ctr.,0.0,Christ Church,August 20 2020,November 19 2024,,-
5367,"Douglas, Lowe And White",Polyclinic,0.0,Christ Church,07-09-21,September 07 2020,Point(-58.73024 13.03795),Follow-Up 2023
Hf-5368,"Ross, Larson And Clark 🏥",Chc,0.0,St.Joseph,May 26 2016,01 Jan 2020,13°13′53″N 59°10′30″W,Good
D4C146,Weiss Ltd Infirmary,Hospital,0.0,Semaj .Ts,July 02 2017,20/08/23,,♥
#5370,Golden-Mcdonald Polyclinic,Hospital,0.0,St. Michael,2018-10-25,10 Jul 2021,12°48′36″N 58°51′18″W,Reinspection Due
3B96Df,Sellers Group (St.),Health Centre,0.0,St. George Parish,05-08-24,16-10-22,,
5372,Lewis Group 🏥 (St.),Health Centre,0.0,St. Peter,25/12/20,05/08/24,12°56′42″N 58°43′25″W,Follow-Up 2023
Nan,Castillo And Sons 🏥,Health Ctr.,0.0,St. Michael,09/05/25,25/06/19,-58.73637;13.25521,Follow-Up 2023
05374,Jones Group Clinic✨,Chc,389.0,St. Joseph,01/12/19,2025-06-17,"-59.06629, 12.87475",Nan
05375,Powers Ltd 🏥 (St.),Polyclinic 🏥,0.0,St. Joseph,21/10/20,06-01-18,"-58.76512, 12.94726",Follow-Up 2023
Hf-5376,"Reilly, Lewis And Mitchell Health Centre©",Hosp.,0.0,St. Lucy Parish,30/10/19,11-10-18,"-58.88300, 12.90670",♥
5377,Brown Inc,Polyclinic 🏥,0.0,St. Michael,2019-01-26,14 Feb 2025,"13.18422, -59.23378",Nan
#5378,"Wilson, Johnson And Gonzalez",Health Centre,0.0,St.Peter,25 Jun 2023,20-10-18,13°6′51″N 59°3′10″W,-
Hf-5379,"Mcclain, Graves And Greene Clinic (St.)💊",Health Ctr.,0.0,St. Andrew Parish,December 31 2022,2025-02-01,Point(-58.87806 13.21804),-
7B159E,Huffman Group Health Centre,Chc,0.0,Christ Church Parish,2017-09-23,20190421,,Needs Upgrade
5381,Barnes-Jenkins Hosp.,Hospital,101.0,St. Peter Parish,02/04/25,02 Nov 2024,"13.27037, -58.91853",-
Hf-5382,"Garcia, Ortiz And Hurley Polyclinic",Polyclinic 🏥,0.0,St John,06-09-17,27-06-18,"12.75702, -59.02868",Reinspection Due
Nan,Guerrero-Gibson Clinic (St.),Polyclinic 🏥,0.0,St. James,04-12-25,May 06 2019,,Good
8Df500,Livingston Group Infirmary,Clinic🌡️,0.0,St George,07-10-16,2025-06-30,12°47′16″N 58°56′3″W,Good
Nan,Diaz-Blanchard✨,Clinic,0.0,Egroeg .Ts,2018-06-16,02-02-23,12°42′18″N 59°17′19″W,Reinspection Due
Nan,Dean-Harrison,Chc,0.0,St. Michael,20231018,04/07/25,-58.87921;13.08117,Needs Upgrade
Hf-5387,Thomas-Welch (St.Joseph),Unknown,0.0,St.Joseph,20190424,June 26 2018,"-59.10198, 13.28914",Nan
Nan,Richmond-Plc Polyclinic,Clinic🌡️,0.0,St. George,24-08-16,11-10-21,"-58.70776, 12.74893",Follow-Up 2023
05389,Carter-Williams Clinic,Community Health Ctr.,0.0,St. Joseph,20190104,21 Oct 2024,13°17′52″N 59°5′26″W,Reinspection Due
5390,Scott-Harrison 🏥,Health Centre,0.0,Christ Church,20240929,20231114,13°16′49″N 59°15′24″W,Good
Nan,Williams And Sons💊,Unknown,0.0,St. James,21 Feb 2018,20240830,Point(-59.07829 13.25365),-
#5392,"Green,-King-And-Boone Hospital (St.George)",Hosp.,0.0,St.George,08/03/18,20240201,"-59.27078, 12.73601",
5393,Lawrence-Brewer Infirmary (St),Health Ctr.,0.0,St George,18/04/17,29/06/20,,Needs Upgrade
5394,Turner-Llc Hospital,Health Ctr.,0.0,St Lucy,20161031,09 Jun 2018,"13.19171, -59.28194",Good
Nan,Dawson Group,Health Ctr.,0.0,St. Peter,22/08/23,28/06/22,-58.81312;12.88706,Good
5396,"West, Miller And Perez Infirmary",Clinic🌡️,327.0,St.Lucy,20240328,17 Aug 2019,12°50′18″N 58°46′24″W,♥
Hf-5397,Allen-Richardson (St.),Unknown,95.0,St. George Parish,18 Mar 2025,10/11/25,-58.85057;13.26462,
Nan,"Barnes,-Robinson-And-Burgess Hospital (St.)",Chc,47.0,St. George,28/12/16,2023-12-29,"12.92285, -58.85386",♥
Nan,Burgess-Smith 🏥,Unknown,0.0,St. John,27-02-21,31-01-21,-58.90909;13.20442,-
Nan,Powers-Gardner Hosp.💊,Hosp.,0.0,St George,January 28 2018,2021-03-05,"12.82495, -59.07663",Follow-Up 2023
19096D,Kim-Brooks (St.John),Unknown,288.0,St.John,20250511,14/05/18,-59.06490;13.01775,-
400100,Spencer-Arnold Hospital,Polyclinic 🏥,0.0,St.Joseph,31 Jul 2018,2019-06-04,Point(-59.05207 13.07483),Nan
400100,Spencer-Arnold Hosp.,Polyclinic 🏥,0.0,St.Joseph,31 Jul 2018,2019-06-04,Point(-59.05207 13.07483),Nan
05403,"Carpenter, Taylor And Castro",Unknown,0.0,St. James,10-06-22,2025-10-15,"13.10780, -58.97962",Needs Upgrade
#5404,Rice-Campbell,Health Ctr.,0.0,St. Joseph,29/01/17,06 Jun 2020,"12.85199, -58.79002",-
05405,Walker-Ward,Clinic🌡️,0.0,St Michael,20200417,20250405,13°12′3″N 58°49′22″W,Reinspection Due
A23A79,"Mccoy,-Johnson-And-Johnson💊",Health Ctr.,0.0,St. George,30 Nov 2018,2021-05-17,Point(-59.15343 12.91021),Follow-Up 2023
Hf-5407,Michael-Dodson Clinic (St.),Clinic,0.0,St. George,2019-04-26,18-02-24,-59.07710;13.06682,Good
Hf-5407,Michael-Dodson Clin. (St.),Clinic,0.0,St. George,2019-04-26,18-02-24,-59.07710;13.06682,Good
Nan,Wise Llc,Unknown,0.0,St. Andrew,September 28 2016,31-07-23,"-58.89871, 13.29533",Nan
5409,"Stephenson, Wilson And Ingram 🏥",Hosp.,0.0,Ycul .Ts,20250611,2023-10-14,"-59.14573, 13.25451",Reinspection Due
5410,Bell Inc 🏥,Unknown,0.0,St.Andrew,28/10/23,2025-05-26,"13.17672, -59.06914",♥
Nan,Duncan-Liu Health Centre,Health Centre,0.0,St. George,20220407,01/06/20,,-
Nan,Silva-Shaw Clinic,Clinic🌡️,0.0,St. Joseph,2020-10-15,03-05-20,,Needs Upgrade
05413,Martinez-Williams Medical Center (St),Health Ctr.,0.0,St Andrew,30-11-25,2021-10-01,Point(-58.91618 12.83079),♥
Hf-5414,"Le, Saunders And Cannon Hospital (St.)",Clinic,0.0,St. James,26/04/23,11/06/19,"12.74348, -59.09132",Needs Upgrade
Nan,Hicks-Plc,Unknown,0.0,St.Michael,20180503,24 Feb 2022,-59.23311;13.17434,Nan
05416,Wilkinson-Gonzalez Medical Center,Hospital,283.0,St.James,13 Dec 2022,2020-03-21,Point(-59.22172 13.25132),Nan
5417,"Fleming, Nelson And Waller Infirmary (Christ)
Newline",Health Ctr.,0.0,Christ Church,2016-03-24,20250619,"13.07331, -58.94735",Nan
05418,Mckay Llc Medical Center,Clinic,0.0,St Lucy,2016-09-25,31-07-20,"-58.99218, 13.17602",Good
05419,Juarez-Fry Infirmary (St.),Hosp.,0.0,St. George,14 Jan 2021,04/03/18,"-58.89472, 12.96147",Needs Upgrade
05420,"Williams, Munoz And Diaz Medical Center",Polyclinic,0.0,Christ Church,2016-02-11,15-10-25,12°52′28″N 58°57′56″W,Good
5421,Lewis-Inc Health Centre,Health Ctr.,0.0,St. Joseph,24-07-23,30 Jun 2025,Point(-59.10288 13.11978),Needs Upgrade
Hf-5422,"Odonnell,-Gomez-And-Johnston Hosp. (Christchurch)",Community Health Ctr.,0.0,Christchurch,20160525,21-04-20,"-58.70685, 12.86471",Follow-Up 2023
Hf-5423,"Garcia, Gregory And Daniel Polyclinic",Chc,0.0,St. John,05 May 2017,08-04-23,,Reinspection Due
05424,Murphy-Campbell,Unknown,0.0,Christ Church,10-09-23,01 Apr 2021,"13.06981, -58.88864",Good
Hf-5425,Nguyen-Lee Hosp. (St.),Polyclinic 🏥,0.0,St. Michael,29-09-25,2023-09-10,12°52′36″N 59°2′9″W,Nan
12Db77,Mitchell Plc Polyclinic (St.),Hosp.,0.0,St. Lucy,31 Oct 2025,12/02/20,"12.71663, -59.15351",♥
#5427,Ingram-Guerra,Clinic,0.0,St. George,2016-02-17,June 18 2025,Point(-59.26708 12.99588),Nan
#5428,Horne-Garza Clinic (St.George),Unknown,0.0,St.George,18/11/16,20210101,"-58.88853, 12.70096",Nan
05429,"Hahn,-Perez-And-Murillo Health Centre",Polyclinic,0.0,St. George,May 13 2017,04-08-19,,Good
5430,Gray Ltd Clinic (Christ),Community Health Centre,0.0,Christ Church,30-05-22,20250520,"-58.88113, 13.21252",Nan
Nan,Perry-Thomas Polyclinic,Community Health Ctr.,0.0,St. Andrew,October 01 2017,10 Mar 2020,"13.08665, -59.10366",Nan
Nan,Williams-Brown Polyclinic (St.),Polyclinic 🏥,0.0,St. Joseph,20170331,21 Jul 2019,13°2′59″N 59°10′25″W,Good
5433,Bell-Fleming,Hospital,0.0,St. Peter,27 Aug 2021,17-09-24,12°46′33″N 59°7′44″W,Nan
73Cee2,"Koch,-Wright-And-Porter 🏥 (St.Peter)",Clinic,0.0,St.Peter,05-01-23,22-05-24,"13.00785, -59.14966",-
Hf-5435,Pineda Plc Health Centre,Hospital,0.0,St. Joseph,09-12-17,28/03/22,"12.89238, -58.82120",Good
5436,"Hayes, French And Graham Medical Center",Health Centre,0.0,St. Lucy,January 29 2017,20200522,Point(-59.03863 12.95410),Good
C63Af0,"Rivers, Fisher And Nicholson",Chc,0.0,Christ Church,07-08-23,08 Nov 2025,"-59.28154, 13.16227",Follow-Up 2023
E85176,Sellers-Inc Polyclinic,Polyclinic,0.0,St.Lucy,03/04/25,29 Sep 2024,,Follow-Up 2023
1E35A8,Wiggins-And-Sons,Chc,0.0,St. Peter,12-04-21,May 22 2020,"13.12192, -59.11749",Nan
Bc7341,"Bridges,-Bray-And-Poole (St.)",Chc,296.0,St. Michael,August 31 2024,10-01-23,"-59.09333, 12.94927",Follow-Up 2023
#5441,"Mendoza, Turner And Anderson Health Centre (Hcruhc)",Chc,0.0,Hcruhc Tsirhc,February 21 2021,29 Nov 2021,,
05442,"Davies,-Villegas-And-Anderson",Unknown,0.0,Christ Church,June 27 2023,29-07-19,,Reinspection Due
Nan,Hines Inc Medical Center (St.)✨,Clinic🌡️,0.0,St. Michael,2022-07-09,November 07 2025,"-59.13423, 12.81406",Good
5444,Kelley-Pacheco Health Centre,Hosp.,0.0,St. Michael,09-08-19,07-09-22,Point(-58.70956 13.13474),♥
#5445,"Crawford, Williams And Robinson Polyclinic",Unknown,0.0,St.Peter,September 19 2021,13 Apr 2022,Point(-59.20141 13.27886),Reinspection Due
F1E089,"Dennis, Bryan And James (St.)",Unknown,0.0,St. Lucy,18-08-23,26-01-22,-59.02074;12.70374,-
Nan,"Houston, Hall And Hebert Infirmary",Community Health Centre,485.0,Christ Church,30/01/24,2023-05-05,13°12′17″N 59°4′3″W,Needs Upgrade
Nan,Craig-White Hospital©,Hospital,0.0,St Lucy,09/05/23,23/08/20,-58.84631;13.28817,Nan
5449,Ochoa Llc Medical Center,Unknown,0.0,St. Joseph,13 Feb 2018,15 Nov 2024,13°0′18″N 58°58′44″W,Follow-Up 2023
Nan,"Hernandez, Garrett And Dawson 🏥",Chc,0.0,St. Joseph,20/12/22,15-06-22,"-59.26091, 13.22159",
Nan,"Mendoza, Porter And Lester (St.John)",Unknown,0.0,St.John,22 Mar 2023,2024-07-22,"-59.25202, 12.76930",Reinspection Due
Hf-5452,Tucker Plc©,Clinic,0.0,St. Lucy Parish,2017-06-05,13-03-21,,Needs Upgrade
C0E3A6,Martin-Wall,Health Centre,0.0,St. Lucy,28/06/25,20181103,"-58.73566, 12.88891",Reinspection Due
Hf-5454,Costa And Sons Hospital (St.),Clinic🌡️,0.0,St. George,25 Jan 2022,19 Feb 2023,,-
5455,Horton-Williams Hosp.,Polyclinic 🏥,352.0,Christ Church Parish,2016-08-20,06-07-20,"-59.25777, 13.19301",Follow-Up 2023
Hf-5456,Merritt Inc Clinic,Polyclinic 🏥,0.0,Christ Church Parish,March 27 2022,October 05 2025,,Nan
5457,Rollins Ltd (St.),Community Health Ctr.,0.0,St. Lucy,30-11-24,February 14 2022,"12.78742, -58.94406",-
Nan,Hoffman-Lozano,Hospital,0.0,Hpesoj .Ts,04 Aug 2023,25/06/20,13°2′32″N 59°14′24″W,Nan
Nan,Odonnell Llc Polyclinic,Unknown,0.0,St. George,2025-12-04,August 08 2025,"-58.77517, 13.25762",Follow-Up 2023
05460,Williams-Miller Hospital,Clinic,0.0,St. Peter,March 22 2016,20240812,Point(-59.09599 12.70869),Reinspection Due
5461,Tucker Ltd Hospital,Clinic🌡️,0.0,Retep .Ts,2019-08-13,2021-01-11,"12.86730, -59.05826",Nan
5461,Tucker Ltd Hosp.,Clinic🌡️,0.0,Retep .Ts,2019-08-13,2021-01-11,"12.86730, -59.05826",Nan
Nan,Vasquez-Flores 🏥,Chc,0.0,St. Michael,2025-09-02,18/02/25,"-58.92478, 12.82344",Follow-Up 2023
Nan,"Rogers, Guerrero And Schroeder Health Centre",Community Health Ctr.,0.0,St.Peter,2022-08-20,09-06-18,-59.29601;13.09922,♥
Hf-5464,Nelson-Perez Hospital,Health Ctr.,0.0,St. James,May 04 2017,August 06 2023,-58.90193;12.87027,Good
5465,"Olson, Thomas And Russell (St.)",Community Health Centre,0.0,St. Michael,2023-05-30,12 Sep 2021,,Nan
#5466,Solomon-Carpenter (St.),Health Centre,0.0,St. James,23 Feb 2025,18 Jan 2020,"-59.05493, 12.96656",-
05467,Bond-Plc Infirmary,Hospital,0.0,St Peter,20170131,27/10/25,,Follow-Up 2023
#5468,"Martinez, Holloway And Fernandez Clinic (St.)",Health Centre,0.0,St. Michael,12 Oct 2023,28 Oct 2018,-58.93938;12.83167,
Nan,"Garcia, Newman And Benson Polyclinic (St.)",Polyclinic,0.0,St. Lucy,20251011,06/02/19,"-59.16241, 12.91785",Good
Nan,Walters-Flores 🏥 (St.),Hospital,0.0,St. Joseph,29 May 2019,19 Nov 2025,"-59.20622, 12.94444",
Hf-5471,Vargas-Torres Infirmary,Health Centre,0.0,St. Peter Parish,25-04-17,2024-01-02,-58.96202;13.11048,Follow-Up 2023
Nan,Johnson-Mclaughlin Health Centre,Clinic,0.0,Nhoj .Ts,May 26 2017,20220116,12°47′53″N 59°7′4″W,
C32A13,Hoffman Llc©,Unknown,0.0,St. George,17/11/25,05/04/22,-58.70498;12.98778,
Nan,"Nguyen,-Gonzalez-And-Klein",Polyclinic 🏥,0.0,St. John,20180714,20180307,-59.17067;13.29016,Reinspection Due
Nan,Robertson-Sherman,Unknown,0.0,St.Joseph,February 03 2022,2021-03-29,-59.09289;12.78754,Needs Upgrade
#5476,Smith Group Hospital,Chc,0.0,St. Lucy Parish,20190703,05-05-18,12°58′25″N 58°59′57″W,♥
#5476,Smith Group Hosp.,Chc,0.0,St. Lucy Parish,20190703,05-05-18,12°58′25″N 58°59′57″W,♥
#5477,Parker-Tapia (St.Andrew),Polyclinic 🏥,0.0,St.Andrew,20/07/22,20201225,"13.14484, -58.84552",
Hf-5478,"Washington, Schwartz And Clarke Clinic",Unknown,0.0,Christ Church,20200620,25 Jun 2021,,Nan
Hf-5479,Rogers And Sons Polyclinic,Clinic,0.0,St. Peter,15-10-25,31/08/20,Point(-59.20902 13.17359),Nan
B78656,"Obrien, Bauer And Prince 🏥 (Christ)",Unknown,0.0,Christ Church,20241029,20181030,12°43′59″N 58°59′58″W,Good
#5481,Vargas-Campbell 🏥 (St.),Health Centre,0.0,St. Andrew,2025-11-05,02 Jan 2021,12°52′14″N 59°10′48″W,Reinspection Due
5482,Miles-Flores Medical Center💊,Chc,0.0,St. John,13-11-19,14-03-18,Point(-59.04498 13.22615),Nan
Nan,Mckee-Group Polyclinic,Polyclinic 🏥,0.0,Semaj .Ts,February 20 2019,March 28 2021,12°52′59″N 59°11′31″W,-
Nan,Harvey-Smith,Health Centre,0.0,St. Peter,2021-01-03,May 08 2021,"13.24072, -58.92508",
#5485,Payne Plc Polyclinic,Polyclinic,0.0,St. Michael,20 Jul 2020,2021-09-17,Point(-58.82318 12.86940),Needs Upgrade
3D2B65,Reynolds-Plc Health Centre,Community Health Centre,0.0,St. Joseph Parish,20160202,October 07 2022,-58.97671;13.02102,♥
05487,"Avila, Craig And Glass Polyclinic",Unknown,0.0,St Lucy,22-06-22,10 Feb 2024,,Follow-Up 2023
Nan,Moody Llc Infirmary (St.),Hospital,0.0,St. James,2016-01-19,28/08/20,Point(-59.16925 13.08170),Needs Upgrade
Nan,Garcia Plc✨,Community Health Ctr.,0.0,Christ Church,04/05/21,2025-07-28,-59.15735;12.73419,Good
5490,"Fowler, Cervantes And Cooper Infirmary",Community Health Ctr.,0.0,St. Michael,20170627,19-12-22,13°2′42″N 59°9′4″W,Follow-Up 2023
5491,Crawford-Haynes Infirmary (St.),Unknown,0.0,St. John Parish,November 13 2021,November 13 2019,,Nan
05492,Wade Group Hosp. (St.),Community Health Centre,0.0,St. Michael,01 Apr 2019,07-11-20,,Nan
Hf-5493,"Harvey, Berry And Singh 🏥💊",Polyclinic 🏥,0.0,Semaj .Ts,2021-06-17,2023-01-20,12°52′42″N 58°54′5″W,
05494,Stone Inc Medical Center,Health Ctr.,0.0,St. Michael,06/02/21,October 17 2020,-59.17970;13.06639,♥
#5495,"Baker, Larsen And Clark",Unknown,0.0,Christ Church,September 12 2023,28-02-18,"-59.08173, 13.25633",♥
#5496,Woods-Llc Medical Center✨,Chc,0.0,St. Andrew,July 18 2020,April 26 2019,Point(-58.73655 13.01419),-
5497,"Rodriguez,-Stewart-And-Jarvis Polyclinic",Polyclinic 🏥,0.0,St. George,21-04-16,30-05-22,Point(-58.71008 12.76194),
Dc939D,"Barnett, Pitts And Riley Hosp.",Health Centre,0.0,St. Joseph,January 04 2022,February 07 2024,Point(-58.75799 13.21351),Good
#5499,"Brooks, Henry And Cruz Hosp. (St.)",Hospital,0.0,St. Peter,29 Aug 2020,01-10-24,-59.00658;12.96031,Follow-Up 2023
